message,label
Just saw the news about the company merger. What do you think about it? Let me know your thoughts when you get a chance.,ham
ACTION REQUIRED! URGENT: Your account has been compromised. Verify your identity immediately at http://tinyurl.com/abc456,spam
CONGRATULATIONS! Your computer is running slow. Download our optimizer for instant speed boost!,spam
Your inheritance of $50000 is ready. Contact our lawyer to process your claim.,spam
Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
IMPORTANT NOTICE! Hot singles in your area are waiting to meet you! Click here to join free.,spam
"Dear winner, you are the lucky recipient of $1000. Send your bank details to claim.",spam
FREE! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
"Your package arrived today. I left it on the kitchen counter. Also, did you check the latest pull request?",ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Looking forward to hearing from you.,ham
Your inheritance of $1000 is ready. Contact our lawyer to process your claim.,spam
Just finished the sprint retrospective notes. Sharing with the team now. Let me know your thoughts when you get a chance.,ham
"Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. By the way, the coffee machine is fixed.",ham
VERIFY YOUR ACCOUNT! Act now! Lose 19 pounds in 19 days with this miracle pill. Order today!,spam
"SECURITY UPDATE! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
The quarterly report is due next week. I'll need your section by Monday.,ham
"FREE! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Exclusive deal just for you! Buy one get one free on all smartwatch. Shop now!,spam
The yoga class starts at 7 AM. Want to join me tomorrow? Hope your week is going well!,ham
ACT NOW! Attention: Your tax refund of $5000 is pending. Submit your details now.,spam
Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
ACTION REQUIRED! FINAL WARNING: Pay your outstanding balance of $100 or face legal action.,spam
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
Adult content: Explicit material waiting for you. Click to view now.,spam
"VERIFY YOUR ACCOUNT! Dear winner, you are the lucky recipient of $10000. Send your bank details to claim.",spam
Your package arrived today. I left it on the kitchen counter. Have a great evening!,ham
LIMITED TIME OFFER! URGENT: Wire transfer of $500 received in your name. Confirm identity to release funds.,spam
Did you see the game last night? What an incredible finish! PS: Don't forget to submit your timesheet.,ham
The project deadline has been extended to next Friday. Let me know if you need help. Let me know your thoughts when you get a chance.,ham
The weather looks great this weekend. Want to go hiking? Cheers!,ham
The quarterly report is due next week. I'll need your section by Monday.,ham
The quarterly report is due next week. I'll need your section by Monday. Let me know your thoughts when you get a chance.,ham
I loved the photos from your trip! Japan looks absolutely beautiful.,ham
Earn extra cash by completing simple surveys. Sign up now and get a $50000 bonus!,spam
I finished reading that book you recommended. It was really good!,ham
Did you see the game last night? What an incredible finish!,ham
Your inheritance of $50000 is ready. Contact our lawyer to process your claim.,spam
I've attached the updated spreadsheet. Let me know if the numbers look right. Have a great evening!,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
The project deadline has been extended to next Friday. Let me know if you need help. Hope your week is going well!,ham
ACT NOW! Hot singles in your area are waiting to meet you! Click here to join free.,spam
"Hi, I'm a Nigerian prince and I need your help to transfer $1000. You'll get 30%.",spam
"The new office space looks amazing! Have you seen the rooftop terrace? Also, did you check the latest pull request?",ham
EXCLUSIVE OFFER! Claim your free trial of weight loss pills today! No credit card required.,spam
SECURITY UPDATE! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Congratulations on the promotion! You definitely deserved it. Looking forward to hearing from you.,ham
Earn extra cash by completing simple surveys. Sign up now and get a $10000 bonus!,spam
I finished reading that book you recommended. It was really good! See you at the standup tomorrow.,ham
ACTION REQUIRED! You qualify for a government grant of $100. No repayment required!,spam
IMPORTANT NOTICE! Exclusive deal just for you! Buy one get one free on all brain supplement. Shop now!,spam
Your package arrived today. I left it on the kitchen counter. Let me know your thoughts when you get a chance.,ham
ALERT! URGENT: Wire transfer of $10000 received in your name. Confirm identity to release funds.,spam
Are we still on for coffee this afternoon? I'll be at the usual place. See you at the standup tomorrow.,ham
FINAL NOTICE! Attention: Your tax refund of $50000 is pending. Submit your details now.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
VERIFY YOUR ACCOUNT! Important: Your package could not be delivered. Confirm your address here: http://prize-claim.org/winner,spam
We should catch up soon. It's been ages since we last hung out!,ham
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
Mom wants to know if you're coming for Thanksgiving dinner.,ham
Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Do you know any good plumbers? Our kitchen sink is leaking again. Talk soon!,ham
Thanks for your help with the report. I really appreciate it! Let me know your thoughts when you get a chance.,ham
LIMITED TIME OFFER! ALERT: Your HSBC account will be suspended unless you update your information now.,spam
Your email has been selected in our annual draw! You've won a brand new car!,spam
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
SPECIAL PROMOTION! Free trial expired. Update your payment to continue using Google.,spam
"The weather looks great this weekend. Want to go hiking? Also, did you check the latest pull request?",ham
Act now! Lose 8 pounds in 8 days with this miracle pill. Order today!,spam
URGENT: Your account has been compromised. Verify your identity immediately at http://update-now.net/confirm,spam
FREE! Your inheritance of $1000 is ready. Contact our lawyer to process your claim.,spam
"IMPORTANT NOTICE! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
DON'T MISS OUT! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Attention: Your tax refund of $1000 is pending. Submit your details now.,spam
Your Amazon subscription is expiring. Renew now to avoid losing access: http://prize-claim.org/winner,spam
ACTION REQUIRED! Earn extra cash by completing simple surveys. Sign up now and get a $10000 bonus!,spam
SECURITY UPDATE! Your Google account has been locked. Click here to unlock: http://update-now.net/confirm,spam
Can you help me move this Saturday? I'll buy pizza and beer.,ham
"The project deadline has been extended to next Friday. Let me know if you need help. Also, did you check the latest pull request?",ham
ACT NOW! Investment opportunity: 500% returns guaranteed. Minimum investment just $1000.,spam
Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Free trial expired. Update your payment to continue using Netflix.,spam
"EXCLUSIVE OFFER! Download free movies, music, and software. Unlimited access with premium membership!",spam
Thanks for your help with the report. I really appreciate it!,ham
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
"Great presentation today! The client seemed really impressed with the proposal. Also, did you check the latest pull request?",ham
WARNING! You've received a confidential document. Sign in with your email to view it.,spam
LIMITED TIME OFFER! WARNING: Virus detected on your device. Download our security tool immediately.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
CONGRATULATIONS! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
"URGENT! Download free movies, music, and software. Unlimited access with premium membership!",spam
Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
URGENT: Wire transfer of $10000 received in your name. Confirm identity to release funds.,spam
